Chave,Chave.1,Chave.2,Chave.3,Chave.4
XP Cross-play,PA Xbox Play Anywhere,SD Suporta Microsoft Smart Delivery,EN A versão do Xbox One pode ser atualizada para a versão com performance aprimorada no Xbox Series X[a],OP Otimizado para Xbox Series X
